x,y
0.0,0.0
3.0040029999949888E-6,6.110969145802997E-20
1.2007987951899835E-5,1.2185198998144254E-19
2.6999918783594348E-5,1.8222763256709749E-19
4.796775942295838E-5,2.4223735621185467E-19
7.489947379787168E-5,3.0188189791257385E-19
1.0778302583621416E-4,3.611619946661149E-19
1.4660637946586558E-4,4.200783834693376E-19
1.9135749861470583E-4,4.786318013191018E-19
2.420243472106146E-4,5.368229852122673E-19
2.9859488918147173E-4,5.946526721456938E-19
3.6105708845515723E-4,6.521215991162412E-19
4.2939890895955064E-4,7.092305031207695E-19
5.03608314622532E-4,7.659801211561382E-19
5.836732693719811E-4,8.223711902192073E-19
6.695817371357777E-4,8.784044473068366E-19
7.613216818418018E-4,9.34080629415886E-19
8.588810674179327E-4,9.89400473543215E-19
9.622478577920508E-4,1.0443647166856836E-18
0.0010714100168920358,1.0989740958401517E-18
0.0011863555086457666,1.1532293480034789E-18
0.001307072296981125,1.2071312101725253E-18
0.001433548345825989,1.2606804193441505E-18
0.0015657716191082396,1.3138777125152148E-18
0.001703730080755755,1.3667238266825768E-18
0.0018474116946964171,1.4192194988430978E-18
0.001996804424858104,1.4713654659936368E-18
0.002151896235168698,1.5231624651310537E-18
0.002312675089556075,1.574611233252208E-18
0.002479128951948118,1.6257125073539603E-18
0.002651245786272705,1.6764670244331697E-18
0.0028290135564577176,1.7268755214866964E-18
0.003012420226431035,1.7769387355114005E-18
0.003201453760120535,1.826657403504141E-18
0.0033961021214541005,1.876032262461778E-18
0.00359635327435961,1.925064049381172E-18
0.003802195182764942,1.9737535012591817E-18
0.0040136158105979775,2.0221013550926676E-18
0.0042306031217865985,2.07010834787849E-18
0.004453145080258681,2.1177752166135073E-18
0.004681229649942106,2.1651026982945803E-18
0.004914844794764754,2.212091529918569E-18
0.0051539784786545076,2.2587424484823325E-18
0.005398618665539242,2.3050561909827314E-18
0.005648753319346837,2.351033494416625E-18
0.005904370404005174,2.3966750957808726E-18
0.006165457883442136,2.4419817320723354E-18
0.006432003721585596,2.486954140287872E-18
0.006703995882363438,2.5315930574243427E-18
0.006981422329703545,2.5758992204786073E-18
0.007264271027533791,2.6198733664475255E-18
0.0075525299397820565,2.663516232327957E-18
0.007846187030376225,2.7068285551167624E-18
0.008145230263244173,2.7498110718108E-18
0.008449647602313785,2.7924645194069316E-18
0.008759427011512933,2.834789634902015E-18
0.0090745564547695,2.8767871552929116E-18
0.009395023896011372,2.9184578175764804E-18
0.00972081729916642,2.9598023587495813E-18
0.01005192462816253,3.0008215158090743E-18
0.010388333846927576,3.0415160257518187E-18
0.010730032919389444,3.081886625574675E-18
0.01107700980947601,3.121934052274503E-18
0.011429252481115152,3.1616590428481617E-18
0.011786748898234762,3.2010623342925123E-18
0.012149487024762705,3.2401446636044135E-18
0.01251745482462686,3.278906767780725E-18
0.012890640261755123,3.317349383818307E-18
0.013269031300075357,3.35547324871402E-18
0.013652615903515448,3.3932790994647222E-18
0.014041382036003289,3.4307676730672753E-18
0.014435317661466735,3.467939706518537E-18
0.014834410743833681,3.50479593681537E-18
0.015238649247032006,3.541337100954631E-18
0.015648021134989584,3.577563935933181E-18
0.016062514371634307,3.613477178747881E-18
0.01648211692089404,3.64907756639559E-18
0.016906816746696668,3.684365835873167E-18
0.017336601812970077,3.719342724177472E-18
0.017771460083642134,3.754008968305366E-18
0.018211379522640733,3.788365305253708E-18
0.018656348093893754,3.822412472019358E-18
0.019106353761329055,3.856151205599176E-18
0.019561384488874543,3.889582242990021E-18
0.020021428240458085,3.922706321188754E-18
0.020486472980007556,3.9555241771922326E-18
0.020956506671450853,3.9880365479973194E-18
0.02143151727871583,4.020244170600873E-18
0.02191149276573039,4.052147781999753E-18
0.022396421096422398,4.0837481191908205E-18
0.022886290234719747,4.115045919170932E-18
0.023381088144550307,4.146041918936951E-18
0.02388080278984197,4.1767368554857365E-18
0.024385422134522588,4.207131465814146E-18
0.02489493414252007,4.2372264869190424E-18
0.025409326777762278,4.2670226557972835E-18
0.025928588004177106,4.29652070944573E-18
0.026452705785692438,4.325721384861241E-18
0.026981668086236123,4.3546254190406765E-18
0.027515462869736065,4.383233548980897E-18
0.028054078100120144,4.4115465116787625E-18
0.028597501741316225,4.4395650441311316E-18
0.029145721757252205,4.467289883334865E-18
0.02969872611185596,4.494721766286822E-18
0.030256502769055362,4.521861429983863E-18
0.0308190396927783,4.548709611422847E-18
0.03138632484695264,4.575267047600634E-18
0.031958346195506276,4.601534475514085E-18
0.0325350917023671,4.627512632160058E-18
0.03311654933146295,4.653202254535414E-18
0.033702707046721736,4.6786040796370124E-18
0.03429355281207133,4.7037188444617134E-18
0.03488907459143962,4.728547286006376E-18
0.03548926034875448,4.753090141267861E-18
0.03609409804794379,4.777348147243028E-18
0.03670357565293543,4.801322040928736E-18
0.03731768112765728,4.8250125593218465E-18
0.03793640243603722,4.848420439419217E-18
0.03855972754200311,4.87154641821771E-18
0.039187644409482865,4.894391232714182E-18
0.039820141002404344,4.916955619905496E-18
0.04045720528469543,4.939240316788511E-18
0.04109882522028402,4.9612460603600844E-18
0.04174498877309797,4.9829735876170784E-18
0.04239568390706516,5.004423635556354E-18
0.04305089858611348,5.025596941174768E-18
0.0437106207741708,5.046494241469181E-18
0.04437483843516502,5.067116273436454E-18
0.04504353953302403,5.087463774073447E-18
0.04571671203167566,5.107537480377018E-18
0.04639434389504781,5.127338129344029E-18
0.047076423087068366,5.146866457971337E-18
0.047762937571665214,5.166123203255804E-18
0.04845387531276624,5.18510910219429E-18
0.04914922427429931,5.203824891783653E-18
0.049848972420192296,5.222271309020754E-18
0.05055310771437309,5.240449090902454E-18
0.051261618120769556,5.25835897442561E-18
0.0519744916033096,5.276001696587084E-18
0.05269171612592112,5.2933779943837354E-18
0.05341327965253193,5.310488604812423E-18
0.054139170147069954,5.327334264870008E-18
0.05486937557346305,5.3439157115533486E-18
0.05560388389563912,5.360233681859307E-18
0.05634268307752603,5.376288912784741E-18
0.057085761083051675,5.392082141326511E-18
0.05783310587614392,5.407614104481477E-18
0.058584705420730625,5.422885539246498E-18
0.05934054768073972,5.437897182618435E-18
0.06010062062009905,5.452649771594148E-18
0.06086491220273653,5.4671440431704955E-18
0.061633410392579996,5.481380734344337E-18
0.06240610315355733,5.495360582112535E-18
0.06318297844959642,5.509084323471946E-18
0.06396402424462516,5.5225526954194325E-18
0.06474922850257145,5.535766434951851E-18
0.06553857918736311,5.5487262790660664E-18
0.06633206426292806,5.561432964758934E-18
0.06712967169319417,5.5738872290273144E-18
0.06793138944208932,5.58608980886807E-18
0.0687372054735414,5.598041441278058E-18
0.06954710775147832,5.6097428632541384E-18
0.07036108423982787,5.621194811793173E-18
0.07117912290251796,5.63239802389202E-18
0.07200121170347652,5.64335323654754E-18
0.07282733860663143,5.65406118675659E-18
0.07365749157591049,5.664522611516035E-18
0.07449165857524166,5.6747382478227306E-18
0.0753298275685528,5.684708832673537E-18
0.07617198651977174,5.694435103065316E-18
0.07701812339282643,5.703917795994926E-18
0.07786822615164471,5.713157648459228E-18
0.0787222827601545,5.72215539745508E-18
0.07958028118228361,5.730911779979344E-18
0.08044220938195994,5.739427533028878E-18
0.08130805532311143,5.7477033936005416E-18
0.08217780696966591,5.755740098691197E-18
0.08305145228555126,5.7635383852977014E-18
0.08392897923469536,5.7710989904169175E-18
0.0848103757810261,5.778422651045701E-18
0.08569562988847139,5.7855101041809134E-18
0.08658472952095904,5.792362086819418E-18
0.08747766264241699,5.79897933595807E-18
0.08837441721677312,5.805362588593731E-18
0.08927498120795525,5.8115125817232614E-18
0.09017934257989128,5.817430052343521E-18
0.09108748929650914,5.8231157374513676E-18
0.09199940932173667,5.828570374043663E-18
0.09291509061950175,5.833794699117267E-18
0.09383452115373227,5.8387894496690386E-18
0.09475768888835609,5.843555362695836E-18
0.09568458178730112,5.848093175194523E-18
0.09661518781449523,5.8524036241619575E-18
0.09754949493386629,5.856487446594998E-18
0.09848749110934223,5.8603453794905055E-18
0.09942916430485081,5.8639781598453396E-18
0.10037450248432003,5.8673865246563604E-18
0.1013234936116777,5.870571210920429E-18
0.10227612565085174,5.873532955634402E-18
0.10323238656577001,5.876272495795142E-18
0.10419226432036041,5.878790568399507E-18
0.10515574687855077,5.881087910444358E-18
0.10612282220426901,5.883165258926555E-18
0.10709347826144301,5.885023350842957E-18
0.10806770301400066,5.886662923190424E-18
0.10904548442586984,5.888084712965816E-18
0.11002681046097837,5.889289457165992E-18
0.11101166908325419,5.890277892787813E-18
0.11200004825662516,5.891050756828138E-18
0.11299193594501918,5.891608786283827E-18
0.11398732011236408,5.891952718151741E-18
0.1149861887225878,5.8920832894287384E-18
0.11598852973961817,5.892001237111677E-18
0.11699433112738311,5.891707298197422E-18
0.11800358084981047,5.89120220968283E-18
0.11901626687082814,5.89048670856476E-18
0.12003237715436404,5.8895615318400726E-18
0.12105189966434596,5.888427416505629E-18
0.12207482236470187,5.887085099558286E-18
0.12310113321935956,5.8855353179949075E-18
0.124130820192247,5.883778808812351E-18
0.12516387124729203,5.881816309007474E-18
0.1262002743484225,5.879648555577142E-18
0.12724001745956637,5.8772762855182065E-18
0.12828308854465142,5.874700235827538E-18
0.1293294755676056,5.8719211435019886E-18
0.13037916649235676,5.86893974553842E-18
0.13143214928283284,5.8657567789336915E-18
0.13248841190296162,5.8623729806846635E-18
0.133547942316671,5.858789087788197E-18
0.13461072848788896,5.8550058372411505E-18
0.13567675838054324,5.851023966040385E-18
0.13674601995856187,5.846844211182758E-18
0.13781850118587252,5.842467309665133E-18
